,path,type,rotation,final_col
129,./boards/video1/left/2024-01-26_16;13;34;0603.png,Z,2,"(12, 1)"
130,./boards/video1/left/2024-01-26_16;13;34;0720.png,Z,2,"(12, 1)"
131,./boards/video1/left/2024-01-26_16;13;34;0855.png,Z,2,"(12, 1)"
132,./boards/video1/left/2024-01-26_16;13;34;0972.png,Z,2,"(12, 1)"
133,./boards/video1/left/2024-01-26_16;13;35;0107.png,Z,2,"(12, 1)"
134,./boards/video1/left/2024-01-26_16;13;35;0242.png,Z,2,"(12, 1)"
135,./boards/video1/left/2024-01-26_16;13;35;0502.png,Z,2,"(12, 1)"
136,./boards/video1/left/2024-01-26_16;13;35;0620.png,Z,2,"(12, 1)"
137,./boards/video1/left/2024-01-26_16;13;35;0737.png,Z,2,"(12, 1)"
138,./boards/video1/left/2024-01-26_16;13;35;0889.png,Z,2,"(12, 1)"
139,./boards/video1/left/2024-01-26_16;13;36;0023.png,Z,2,"(12, 1)"
140,./boards/video1/left/2024-01-26_16;13;36;0158.png,Z,2,"(12, 1)"
141,./boards/video1/left/2024-01-26_16;13;36;0419.png,Z,2,"(12, 1)"
142,./boards/video1/left/2024-01-26_16;13;36;0537.png,Z,2,"(12, 1)"
143,./boards/video1/left/2024-01-26_16;13;36;0671.png,Z,2,"(12, 1)"
144,./boards/video1/left/2024-01-26_16;13;36;0805.png,Z,2,"(12, 1)"
145,./boards/video1/left/2024-01-26_16;13;36;0940.png,Z,2,"(12, 1)"
146,./boards/video1/left/2024-01-26_16;13;37;0075.png,Z,2,"(12, 1)"
147,./boards/video1/left/2024-01-26_16;13;37;0209.png,Z,2,"(12, 1)"
148,./boards/video1/left/2024-01-26_16;13;37;0476.png,Z,2,"(12, 1)"
149,./boards/video1/left/2024-01-26_16;13;37;0604.png,Z,2,"(12, 1)"
150,./boards/video1/left/2024-01-26_16;13;37;0739.png,Z,2,"(12, 1)"
151,./boards/video1/left/2024-01-26_16;13;37;0873.png,Z,2,"(12, 1)"
152,./boards/video1/left/2024-01-26_16;13;38;0007.png,Z,2,"(12, 1)"
153,./boards/video1/left/2024-01-26_16;13;38;0141.png,Z,2,"(12, 1)"
154,./boards/video1/left/2024-01-26_16;13;38;0275.png,Z,2,"(12, 1)"
155,./boards/video1/left/2024-01-26_16;13;38;0542.png,Z,2,"(12, 1)"
156,./boards/video1/left/2024-01-26_16;13;38;0674.png,Z,2,"(12, 1)"
157,./boards/video1/left/2024-01-26_16;13;38;0802.png,Z,2,"(12, 1)"
158,./boards/video1/left/2024-01-26_16;13;38;0920.png,Z,2,"(12, 1)"
159,./boards/video1/left/2024-01-26_16;13;39;0054.png,Z,2,"(12, 1)"
160,./boards/video1/left/2024-01-26_16;13;39;0172.png,Z,2,"(12, 1)"
161,./boards/video1/left/2024-01-26_16;13;39;0306.png,Z,2,"(12, 1)"
162,./boards/video1/left/2024-01-26_16;13;39;0440.png,Z,2,"(12, 1)"
163,./boards/video1/left/2024-01-26_16;13;39;0575.png,Z,2,"(12, 1)"
164,./boards/video1/left/2024-01-26_16;13;39;0919.png,Z,2,"(12, 1)"
165,./boards/video1/left/2024-01-26_16;13;40;0037.png,Z,2,"(12, 1)"
166,./boards/video1/left/2024-01-26_16;13;40;0153.png,Z,2,"(12, 1)"
167,./boards/video1/left/2024-01-26_16;13;40;0272.png,Z,2,"(12, 1)"
168,./boards/video1/left/2024-01-26_16;13;40;0407.png,Z,2,"(12, 1)"
169,./boards/video1/left/2024-01-26_16;13;40;0541.png,Z,2,"(12, 1)"
170,./boards/video1/left/2024-01-26_16;13;40;0676.png,Z,2,"(12, 1)"
171,./boards/video1/left/2024-01-26_16;13;41;0003.png,Z,2,"(12, 1)"
172,./boards/video1/left/2024-01-26_16;13;41;0120.png,Z,2,"(12, 1)"
173,./boards/video1/left/2024-01-26_16;13;41;0237.png,Z,2,"(12, 1)"
174,./boards/video1/left/2024-01-26_16;13;41;0355.png,Z,2,"(12, 1)"
175,./boards/video1/left/2024-01-26_16;13;41;0473.png,Z,2,"(12, 1)"
176,./boards/video1/left/2024-01-26_16;13;41;0607.png,Z,2,"(12, 1)"
177,./boards/video1/left/2024-01-26_16;13;41;0741.png,Z,2,"(12, 1)"
178,./boards/video1/left/2024-01-26_16;13;42;0070.png,Z,2,"(12, 1)"
179,./boards/video1/left/2024-01-26_16;13;42;0187.png,Z,2,"(12, 1)"
180,./boards/video1/left/2024-01-26_16;13;42;0306.png,Z,2,"(12, 1)"
181,./boards/video1/left/2024-01-26_16;13;42;0439.png,Z,2,"(12, 1)"
182,./boards/video1/left/2024-01-26_16;13;42;0575.png,Z,2,"(12, 1)"
183,./boards/video1/left/2024-01-26_16;13;42;0709.png,Z,2,"(12, 1)"
184,./boards/video1/left/2024-01-26_16;13;42;0843.png,Z,2,"(12, 1)"
185,./boards/video1/left/2024-01-26_16;13;43;0722.png,Z,2,"(12, 1)"
186,./boards/video1/left/2024-01-26_16;13;43;0856.png,Z,2,"(12, 1)"
187,./boards/video1/left/2024-01-26_16;13;43;0991.png,Z,2,"(12, 1)"
188,./boards/video1/left/2024-01-26_16;13;44;0126.png,Z,2,"(12, 1)"
189,./boards/video1/left/2024-01-26_16;13;44;0486.png,Z,2,"(12, 1)"
190,./boards/video1/left/2024-01-26_16;13;44;0604.png,Z,2,"(12, 1)"
191,./boards/video1/left/2024-01-26_16;13;44;0738.png,Z,2,"(12, 1)"
192,./boards/video1/left/2024-01-26_16;13;44;0875.png,Z,2,"(12, 1)"
193,./boards/video1/left/2024-01-26_16;13;45;0008.png,Z,2,"(12, 1)"
194,./boards/video1/left/2024-01-26_16;13;45;0142.png,Z,2,"(12, 1)"
195,./boards/video1/left/2024-01-26_16;13;45;0277.png,Z,2,"(12, 1)"
196,./boards/video1/left/2024-01-26_16;13;45;0569.png,Z,2,"(12, 1)"
197,./boards/video1/left/2024-01-26_16;13;45;0687.png,Z,2,"(12, 1)"
198,./boards/video1/left/2024-01-26_16;13;45;0805.png,Z,2,"(12, 1)"
199,./boards/video1/left/2024-01-26_16;13;45;0939.png,Z,2,"(12, 1)"
200,./boards/video1/left/2024-01-26_16;13;46;0074.png,Z,2,"(12, 1)"
201,./boards/video1/left/2024-01-26_16;13;46;0208.png,Z,2,"(12, 1)"
202,./boards/video1/left/2024-01-26_16;13;46;0342.png,Z,2,"(12, 1)"
203,./boards/video1/left/2024-01-26_16;13;46;0620.png,Z,2,"(12, 1)"
204,./boards/video1/left/2024-01-26_16;13;46;0754.png,Z,2,"(12, 1)"
205,./boards/video1/left/2024-01-26_16;13;46;0888.png,Z,2,"(12, 1)"
206,./boards/video1/left/2024-01-26_16;13;47;0023.png,Z,2,"(12, 1)"
207,./boards/video1/left/2024-01-26_16;13;47;0158.png,Z,2,"(12, 1)"
208,./boards/video1/left/2024-01-26_16;13;47;0293.png,Z,2,"(12, 1)"
209,./boards/video1/left/2024-01-26_16;13;47;0603.png,Z,2,"(12, 1)"
210,./boards/video1/left/2024-01-26_16;13;47;0737.png,Z,2,"(12, 1)"
211,./boards/video1/left/2024-01-26_16;13;47;0855.png,Z,2,"(12, 1)"
212,./boards/video1/left/2024-01-26_16;13;47;0990.png,Z,2,"(12, 1)"
213,./boards/video1/left/2024-01-26_16;13;48;0124.png,Z,2,"(12, 1)"
214,./boards/video1/left/2024-01-26_16;13;48;0258.png,Z,2,"(12, 1)"
215,./boards/video1/left/2024-01-26_16;13;48;0392.png,Z,2,"(12, 1)"
216,./boards/video1/left/2024-01-26_16;13;48;0636.png,Z,2,"(12, 1)"
217,./boards/video1/left/2024-01-26_16;13;48;0754.png,Z,2,"(12, 1)"
218,./boards/video1/left/2024-01-26_16;13;48;0871.png,Z,2,"(12, 1)"
219,./boards/video1/left/2024-01-26_16;13;49;0007.png,Z,2,"(12, 1)"
220,./boards/video1/left/2024-01-26_16;13;49;0140.png,Z,2,"(12, 1)"
221,./boards/video1/left/2024-01-26_16;13;49;0275.png,Z,2,"(12, 1)"
222,./boards/video1/left/2024-01-26_16;13;49;0602.png,Z,2,"(12, 1)"
223,./boards/video1/left/2024-01-26_16;13;49;0721.png,Z,2,"(12, 1)"
224,./boards/video1/left/2024-01-26_16;13;49;0838.png,Z,2,"(12, 1)"
225,./boards/video1/left/2024-01-26_16;13;49;0974.png,Z,2,"(12, 1)"
226,./boards/video1/left/2024-01-26_16;13;50;0107.png,Z,2,"(12, 1)"
227,./boards/video1/left/2024-01-26_16;13;50;0241.png,Z,2,"(12, 1)"
228,./boards/video1/left/2024-01-26_16;13;50;0410.png,Z,2,"(12, 1)"
229,./boards/video1/left/2024-01-26_16;13;50;0536.png,Z,2,"(12, 1)"
230,./boards/video1/left/2024-01-26_16;13;50;0653.png,Z,2,"(12, 1)"
231,./boards/video1/left/2024-01-26_16;13;50;0771.png,Z,2,"(12, 1)"
232,./boards/video1/left/2024-01-26_16;13;50;0888.png,Z,2,"(12, 1)"
233,./boards/video1/left/2024-01-26_16;13;51;0008.png,Z,2,"(12, 1)"
234,./boards/video1/left/2024-01-26_16;13;51;0143.png,Z,2,"(12, 1)"
235,./boards/video1/left/2024-01-26_16;13;51;0277.png,Z,2,"(12, 1)"
236,./boards/video1/left/2024-01-26_16;13;51;0537.png,Z,2,"(12, 1)"
237,./boards/video1/left/2024-01-26_16;13;51;0654.png,Z,2,"(12, 1)"
238,./boards/video1/left/2024-01-26_16;13;51;0772.png,Z,2,"(12, 1)"
239,./boards/video1/left/2024-01-26_16;13;51;0890.png,Z,2,"(12, 1)"
240,./boards/video1/left/2024-01-26_16;13;52;0025.png,Z,2,"(12, 1)"
241,./boards/video1/left/2024-01-26_16;13;52;0158.png,Z,2,"(12, 1)"
242,./boards/video1/left/2024-01-26_16;13;52;0293.png,Z,2,"(12, 1)"
243,./boards/video1/left/2024-01-26_16;13;52;0554.png,Z,2,"(12, 1)"
244,./boards/video1/left/2024-01-26_16;13;52;0672.png,Z,2,"(12, 1)"
245,./boards/video1/left/2024-01-26_16;13;52;0806.png,Z,2,"(12, 1)"
246,./boards/video1/left/2024-01-26_16;13;52;0940.png,Z,2,"(12, 1)"
247,./boards/video1/left/2024-01-26_16;13;53;0076.png,Z,2,"(12, 1)"
248,./boards/video1/left/2024-01-26_16;13;53;0336.png,Z,2,"(12, 1)"
249,./boards/video1/left/2024-01-26_16;13;53;0455.png,Z,2,"(12, 1)"
250,./boards/video1/left/2024-01-26_16;13;53;0571.png,Z,2,"(12, 1)"
251,./boards/video1/left/2024-01-26_16;13;53;0707.png,Z,2,"(12, 1)"
252,./boards/video1/left/2024-01-26_16;13;53;0840.png,Z,2,"(12, 1)"
253,./boards/video1/left/2024-01-26_16;13;53;0976.png,Z,2,"(12, 1)"
254,./boards/video1/left/2024-01-26_16;13;54;0236.png,Z,2,"(12, 1)"
255,./boards/video1/left/2024-01-26_16;13;54;0370.png,Z,2,"(12, 1)"
256,./boards/video1/left/2024-01-26_16;13;54;0487.png,Z,2,"(12, 1)"
257,./boards/video1/left/2024-01-26_16;13;54;0606.png,Z,2,"(12, 1)"
258,./boards/video1/left/2024-01-26_16;13;54;0740.png,Z,2,"(12, 1)"
259,./boards/video1/left/2024-01-26_16;13;54;0876.png,Z,2,"(12, 1)"
260,./boards/video1/left/2024-01-26_16;13;55;0153.png,Z,2,"(12, 1)"
261,./boards/video1/left/2024-01-26_16;13;55;0271.png,Z,2,"(12, 1)"
262,./boards/video1/left/2024-01-26_16;13;55;0406.png,Z,2,"(12, 1)"
263,./boards/video1/left/2024-01-26_16;13;55;0540.png,Z,2,"(12, 1)"
264,./boards/video1/left/2024-01-26_16;13;55;0693.png,Z,2,"(12, 1)"
265,./boards/video1/left/2024-01-26_16;13;55;0826.png,Z,2,"(12, 1)"
266,./boards/video1/left/2024-01-26_16;13;55;0960.png,Z,2,"(12, 1)"
267,./boards/video1/left/2024-01-26_16;13;56;0093.png,Z,2,"(12, 1)"
268,./boards/video1/left/2024-01-26_16;13;56;0224.png,Z,2,"(12, 1)"
269,./boards/video1/left/2024-01-26_16;13;56;0358.png,Z,2,"(12, 1)"
270,./boards/video1/left/2024-01-26_16;13;56;0486.png,Z,2,"(12, 1)"
271,./boards/video1/left/2024-01-26_16;13;56;0605.png,Z,2,"(12, 1)"
272,./boards/video1/left/2024-01-26_16;13;56;0722.png,Z,2,"(12, 1)"
273,./boards/video1/left/2024-01-26_16;13;56;0840.png,Z,2,"(12, 1)"
274,./boards/video1/left/2024-01-26_16;13;56;0974.png,Z,2,"(12, 1)"
275,./boards/video1/left/2024-01-26_16;13;57;0128.png,Z,2,"(12, 1)"
276,./boards/video1/left/2024-01-26_16;13;57;0387.png,Z,2,"(12, 1)"
277,./boards/video1/left/2024-01-26_16;13;57;0505.png,Z,2,"(12, 1)"
278,./boards/video1/left/2024-01-26_16;13;57;0639.png,Z,2,"(12, 1)"
279,./boards/video1/left/2024-01-26_16;13;57;0774.png,Z,2,"(12, 1)"
280,./boards/video1/left/2024-01-26_16;13;57;0910.png,Z,2,"(12, 1)"
281,./boards/video1/left/2024-01-26_16;13;58;0170.png,Z,2,"(12, 1)"
282,./boards/video1/left/2024-01-26_16;13;58;0288.png,Z,2,"(12, 1)"
283,./boards/video1/left/2024-01-26_16;13;58;0406.png,Z,2,"(12, 1)"
284,./boards/video1/left/2024-01-26_16;13;58;0522.png,Z,2,"(12, 1)"
285,./boards/video1/left/2024-01-26_16;13;58;0640.png,Z,2,"(12, 1)"
286,./boards/video1/left/2024-01-26_16;13;58;0776.png,Z,2,"(12, 1)"
287,./boards/video1/left/2024-01-26_16;13;59;0053.png,Z,2,"(12, 1)"
288,./boards/video1/left/2024-01-26_16;13;59;0171.png,Z,2,"(12, 1)"
289,./boards/video1/left/2024-01-26_16;13;59;0287.png,Z,2,"(12, 1)"
290,./boards/video1/left/2024-01-26_16;13;59;0407.png,Z,2,"(12, 1)"
291,./boards/video1/left/2024-01-26_16;13;59;0542.png,Z,2,"(12, 1)"
292,./boards/video1/left/2024-01-26_16;13;59;0677.png,Z,2,"(12, 1)"
293,./boards/video1/left/2024-01-26_16;13;59;0938.png,Z,2,"(12, 1)"
294,./boards/video1/left/2024-01-26_16;14;00;0054.png,Z,2,"(12, 1)"
295,./boards/video1/left/2024-01-26_16;14;00;0172.png,Z,2,"(12, 1)"
296,./boards/video1/left/2024-01-26_16;14;00;0306.png,Z,2,"(12, 1)"
297,./boards/video1/left/2024-01-26_16;14;00;0444.png,Z,2,"(12, 1)"
298,./boards/video1/left/2024-01-26_16;14;00;0737.png,Z,2,"(12, 1)"
299,./boards/video1/left/2024-01-26_16;14;00;0853.png,Z,2,"(12, 1)"
300,./boards/video1/left/2024-01-26_16;14;00;0972.png,Z,2,"(12, 1)"
301,./boards/video1/left/2024-01-26_16;14;01;0089.png,Z,2,"(12, 1)"
302,./boards/video1/left/2024-01-26_16;14;01;0225.png,Z,2,"(12, 1)"
303,./boards/video1/left/2024-01-26_16;14;01;0486.png,Z,2,"(12, 1)"
304,./boards/video1/left/2024-01-26_16;14;01;0604.png,Z,2,"(12, 1)"
305,./boards/video1/left/2024-01-26_16;14;01;0721.png,Z,2,"(12, 1)"
306,./boards/video1/left/2024-01-26_16;14;01;0839.png,Z,2,"(12, 1)"
307,./boards/video1/left/2024-01-26_16;14;01;0974.png,Z,2,"(12, 1)"
308,./boards/video1/left/2024-01-26_16;14;02;0237.png,Z,2,"(12, 1)"
309,./boards/video1/left/2024-01-26_16;14;02;0353.png,Z,2,"(12, 1)"
310,./boards/video1/left/2024-01-26_16;14;02;0472.png,Z,2,"(12, 1)"
311,./boards/video1/left/2024-01-26_16;14;02;0589.png,Z,2,"(12, 1)"
312,./boards/video1/left/2024-01-26_16;14;02;0724.png,Z,2,"(12, 1)"
313,./boards/video1/left/2024-01-26_16;14;02;0857.png,Z,2,"(12, 1)"
314,./boards/video1/left/2024-01-26_16;14;02;0990.png,Z,2,"(12, 1)"
315,./boards/video1/left/2024-01-26_16;14;03;0254.png,Z,2,"(12, 1)"
316,./boards/video1/left/2024-01-26_16;14;03;0371.png,Z,2,"(12, 1)"
317,./boards/video1/left/2024-01-26_16;14;03;0490.png,Z,2,"(12, 1)"
318,./boards/video1/left/2024-01-26_16;14;03;0887.png,Z,2,"(12, 1)"
319,./boards/video1/left/2024-01-26_16;14;04;0004.png,Z,2,"(12, 1)"
320,./boards/video1/left/2024-01-26_16;14;04;0122.png,Z,2,"(12, 1)"
321,./boards/video1/left/2024-01-26_16;14;04;0257.png,Z,2,"(12, 1)"
322,./boards/video1/left/2024-01-26_16;14;04;0654.png,Z,2,"(12, 1)"
323,./boards/video1/left/2024-01-26_16;14;04;0771.png,Z,2,"(12, 1)"
324,./boards/video1/left/2024-01-26_16;14;04;0889.png,Z,2,"(12, 1)"
325,./boards/video1/left/2024-01-26_16;14;05;0022.png,Z,2,"(12, 1)"
