,path,type,rotation,final_col
30,./boards/video1/right/2024-01-26_16;13;18;0958.png,O,1,"(17, 5)"
31,./boards/video1/right/2024-01-26_16;13;19;0267.png,O,1,"(17, 1)"
32,./boards/video1/right/2024-01-26_16;13;19;0387.png,O,1,"(17, 1)"
33,./boards/video1/right/2024-01-26_16;13;19;0504.png,O,1,"(17, 1)"
34,./boards/video1/right/2024-01-26_16;13;19;0638.png,O,1,"(17, 1)"
35,./boards/video1/right/2024-01-26_16;13;19;0772.png,O,1,"(17, 1)"
36,./boards/video1/right/2024-01-26_16;13;19;0908.png,O,1,"(17, 1)"
37,./boards/video1/right/2024-01-26_16;13;20;0042.png,O,1,"(17, 1)"
38,./boards/video1/right/2024-01-26_16;13;20;0368.png,L,1,"(16, 0)"
39,./boards/video1/right/2024-01-26_16;13;20;0486.png,L,1,"(16, 0)"
40,./boards/video1/right/2024-01-26_16;13;20;0605.png,L,1,"(16, 0)"
41,./boards/video1/right/2024-01-26_16;13;20;0721.png,L,1,"(16, 0)"
42,./boards/video1/right/2024-01-26_16;13;20;0841.png,L,1,"(16, 0)"
43,./boards/video1/right/2024-01-26_16;13;20;0974.png,L,1,"(16, 0)"
44,./boards/video1/right/2024-01-26_16;13;21;0109.png,L,1,"(16, 0)"
45,./boards/video1/right/2024-01-26_16;13;21;0402.png,Z,2,"(16, 3)"
46,./boards/video1/right/2024-01-26_16;13;21;0536.png,Z,2,"(16, 3)"
47,./boards/video1/right/2024-01-26_16;13;21;0654.png,Z,2,"(16, 3)"
48,./boards/video1/right/2024-01-26_16;13;21;0770.png,Z,2,"(16, 3)"
49,./boards/video1/right/2024-01-26_16;13;21;0905.png,Z,2,"(16, 3)"
50,./boards/video1/right/2024-01-26_16;13;22;0041.png,Z,2,"(16, 3)"
51,./boards/video1/right/2024-01-26_16;13;22;0176.png,Z,2,"(16, 3)"
52,./boards/video1/right/2024-01-26_16;13;22;0502.png,O,1,"(14, 0)"
53,./boards/video1/right/2024-01-26_16;13;22;0637.png,O,1,"(14, 0)"
54,./boards/video1/right/2024-01-26_16;13;22;0754.png,O,1,"(14, 0)"
55,./boards/video1/right/2024-01-26_16;13;22;0872.png,O,1,"(14, 0)"
56,./boards/video1/right/2024-01-26_16;13;23;0006.png,O,1,"(14, 0)"
57,./boards/video1/right/2024-01-26_16;13;23;0141.png,O,1,"(14, 0)"
58,./boards/video1/right/2024-01-26_16;13;23;0436.png,I,2,"(10, 0)"
59,./boards/video1/right/2024-01-26_16;13;23;0552.png,I,2,"(10, 0)"
60,./boards/video1/right/2024-01-26_16;13;23;0669.png,I,2,"(10, 0)"
61,./boards/video1/right/2024-01-26_16;13;23;0787.png,I,2,"(10, 0)"
62,./boards/video1/right/2024-01-26_16;13;23;0905.png,I,2,"(10, 0)"
63,./boards/video1/right/2024-01-26_16;13;24;0335.png,O,1,"(15, 5)"
64,./boards/video1/right/2024-01-26_16;13;24;0454.png,O,1,"(15, 5)"
65,./boards/video1/right/2024-01-26_16;13;24;0570.png,O,1,"(15, 5)"
66,./boards/video1/right/2024-01-26_16;13;24;0705.png,O,1,"(15, 5)"
67,./boards/video1/right/2024-01-26_16;13;24;0840.png,O,1,"(15, 5)"
68,./boards/video1/right/2024-01-26_16;13;24;0975.png,O,1,"(15, 5)"
69,./boards/video1/right/2024-01-26_16;13;25;0335.png,S,2,"(14, 2)"
70,./boards/video1/right/2024-01-26_16;13;25;0487.png,S,2,"(14, 2)"
71,./boards/video1/right/2024-01-26_16;13;25;0605.png,S,2,"(14, 2)"
72,./boards/video1/right/2024-01-26_16;13;25;0721.png,S,2,"(14, 2)"
73,./boards/video1/right/2024-01-26_16;13;25;0840.png,S,2,"(14, 2)"
74,./boards/video1/right/2024-01-26_16;13;25;0975.png,S,2,"(14, 2)"
75,./boards/video1/right/2024-01-26_16;13;26;0353.png,L,1,"(14, 4)"
76,./boards/video1/right/2024-01-26_16;13;26;0488.png,L,1,"(14, 4)"
77,./boards/video1/right/2024-01-26_16;13;26;0605.png,L,1,"(14, 4)"
78,./boards/video1/right/2024-01-26_16;13;26;0739.png,L,1,"(14, 4)"
79,./boards/video1/right/2024-01-26_16;13;26;0874.png,L,1,"(14, 4)"
80,./boards/video1/right/2024-01-26_16;13;27;0007.png,L,1,"(14, 4)"
81,./boards/video1/right/2024-01-26_16;13;27;0269.png,O,1,"(12, 1)"
82,./boards/video1/right/2024-01-26_16;13;27;0387.png,O,1,"(12, 1)"
83,./boards/video1/right/2024-01-26_16;13;27;0505.png,O,1,"(12, 1)"
84,./boards/video1/right/2024-01-26_16;13;27;0621.png,O,1,"(12, 1)"
85,./boards/video1/right/2024-01-26_16;13;27;0740.png,O,1,"(12, 1)"
86,./boards/video1/right/2024-01-26_16;13;28;0168.png,T,4,"(16, 7)"
87,./boards/video1/right/2024-01-26_16;13;28;0286.png,T,4,"(16, 7)"
88,./boards/video1/right/2024-01-26_16;13;28;0404.png,T,4,"(16, 7)"
89,./boards/video1/right/2024-01-26_16;13;28;0539.png,T,4,"(16, 7)"
90,./boards/video1/right/2024-01-26_16;13;28;0673.png,T,4,"(16, 7)"
91,./boards/video1/right/2024-01-26_16;13;28;0809.png,T,4,"(16, 7)"
92,./boards/video1/right/2024-01-26_16;13;28;0944.png,T,4,"(16, 7)"
93,./boards/video1/right/2024-01-26_16;13;29;0269.png,O,1,"(10, 1)"
94,./boards/video1/right/2024-01-26_16;13;29;0387.png,O,1,"(10, 1)"
95,./boards/video1/right/2024-01-26_16;13;29;0504.png,O,1,"(10, 1)"
96,./boards/video1/right/2024-01-26_16;13;29;0638.png,O,1,"(10, 1)"
97,./boards/video1/right/2024-01-26_16;13;30;0036.png,Z,1,"(15, 7)"
98,./boards/video1/right/2024-01-26_16;13;30;0154.png,Z,1,"(15, 7)"
99,./boards/video1/right/2024-01-26_16;13;30;0271.png,Z,1,"(15, 7)"
100,./boards/video1/right/2024-01-26_16;13;30;0406.png,Z,1,"(15, 7)"
101,./boards/video1/right/2024-01-26_16;13;30;0540.png,Z,1,"(15, 7)"
102,./boards/video1/right/2024-01-26_16;13;30;0674.png,Z,1,"(15, 7)"
103,./boards/video1/right/2024-01-26_16;13;31;0638.png,S,1,"(12, 4)"
104,./boards/video1/right/2024-01-26_16;13;31;0773.png,S,1,"(12, 4)"
105,./boards/video1/right/2024-01-26_16;13;31;0908.png,S,1,"(12, 4)"
106,./boards/video1/right/2024-01-26_16;13;32;0041.png,S,1,"(12, 4)"
107,./boards/video1/right/2024-01-26_16;13;32;0176.png,S,1,"(12, 4)"
108,./boards/video1/right/2024-01-26_16;13;33;0038.png,S,1,"(12, 4)"
109,./boards/video1/right/2024-01-26_16;13;33;0174.png,S,1,"(12, 4)"
110,./boards/video1/right/2024-01-26_16;13;33;0307.png,S,1,"(12, 4)"
111,./boards/video1/right/2024-01-26_16;13;33;0442.png,S,1,"(12, 4)"
112,./boards/video1/right/2024-01-26_16;13;33;0576.png,S,1,"(12, 4)"
113,./boards/video1/right/2024-01-26_16;13;33;0836.png,S,1,"(12, 4)"
114,./boards/video1/right/2024-01-26_16;13;33;0953.png,S,1,"(12, 4)"
115,./boards/video1/right/2024-01-26_16;13;34;0089.png,S,1,"(12, 4)"
116,./boards/video1/right/2024-01-26_16;13;34;0222.png,S,1,"(12, 4)"
117,./boards/video1/right/2024-01-26_16;13;34;0356.png,S,1,"(12, 4)"
118,./boards/video1/right/2024-01-26_16;13;34;0491.png,S,1,"(12, 4)"
119,./boards/video1/right/2024-01-26_16;13;34;0626.png,S,1,"(12, 4)"
120,./boards/video1/right/2024-01-26_16;13;34;0935.png,S,1,"(12, 4)"
121,./boards/video1/right/2024-01-26_16;13;35;0053.png,S,1,"(12, 4)"
122,./boards/video1/right/2024-01-26_16;13;35;0171.png,S,1,"(12, 4)"
123,./boards/video1/right/2024-01-26_16;13;35;0305.png,S,1,"(12, 4)"
124,./boards/video1/right/2024-01-26_16;13;35;0440.png,S,1,"(12, 4)"
125,./boards/video1/right/2024-01-26_16;13;35;0575.png,S,1,"(12, 4)"
126,./boards/video1/right/2024-01-26_16;13;35;0709.png,S,1,"(12, 4)"
127,./boards/video1/right/2024-01-26_16;13;36;0036.png,S,1,"(12, 4)"
128,./boards/video1/right/2024-01-26_16;13;36;0170.png,S,1,"(12, 4)"
129,./boards/video1/right/2024-01-26_16;13;36;0305.png,S,1,"(12, 4)"
130,./boards/video1/right/2024-01-26_16;13;36;0439.png,S,1,"(12, 4)"
131,./boards/video1/right/2024-01-26_16;13;36;0574.png,S,1,"(12, 4)"
132,./boards/video1/right/2024-01-26_16;13;36;0708.png,S,1,"(12, 4)"
133,./boards/video1/right/2024-01-26_16;13;36;0843.png,S,1,"(12, 4)"
134,./boards/video1/right/2024-01-26_16;13;37;0135.png,S,1,"(12, 4)"
135,./boards/video1/right/2024-01-26_16;13;37;0253.png,S,1,"(12, 4)"
136,./boards/video1/right/2024-01-26_16;13;37;0370.png,S,1,"(12, 4)"
137,./boards/video1/right/2024-01-26_16;13;37;0488.png,S,1,"(12, 4)"
138,./boards/video1/right/2024-01-26_16;13;37;0623.png,S,1,"(12, 4)"
139,./boards/video1/right/2024-01-26_16;13;37;0757.png,S,1,"(12, 4)"
140,./boards/video1/right/2024-01-26_16;13;38;0069.png,S,1,"(12, 4)"
141,./boards/video1/right/2024-01-26_16;13;38;0186.png,S,1,"(12, 4)"
142,./boards/video1/right/2024-01-26_16;13;38;0303.png,S,1,"(12, 4)"
143,./boards/video1/right/2024-01-26_16;13;38;0438.png,S,1,"(12, 4)"
144,./boards/video1/right/2024-01-26_16;13;38;0573.png,S,1,"(12, 4)"
145,./boards/video1/right/2024-01-26_16;13;38;0707.png,S,1,"(12, 4)"
146,./boards/video1/right/2024-01-26_16;13;38;0841.png,S,1,"(12, 4)"
147,./boards/video1/right/2024-01-26_16;13;39;0136.png,S,1,"(12, 4)"
148,./boards/video1/right/2024-01-26_16;13;39;0253.png,S,1,"(12, 4)"
149,./boards/video1/right/2024-01-26_16;13;39;0371.png,S,1,"(12, 4)"
150,./boards/video1/right/2024-01-26_16;13;39;0488.png,S,1,"(12, 4)"
151,./boards/video1/right/2024-01-26_16;13;39;0606.png,S,1,"(12, 4)"
152,./boards/video1/right/2024-01-26_16;13;39;0741.png,S,1,"(12, 4)"
153,./boards/video1/right/2024-01-26_16;13;40;0135.png,S,1,"(12, 4)"
154,./boards/video1/right/2024-01-26_16;13;40;0254.png,S,1,"(12, 4)"
155,./boards/video1/right/2024-01-26_16;13;40;0370.png,S,1,"(12, 4)"
156,./boards/video1/right/2024-01-26_16;13;40;0506.png,S,1,"(12, 4)"
157,./boards/video1/right/2024-01-26_16;13;40;0640.png,S,1,"(12, 4)"
158,./boards/video1/right/2024-01-26_16;13;40;0792.png,S,1,"(12, 4)"
159,./boards/video1/right/2024-01-26_16;13;41;0137.png,S,1,"(12, 4)"
160,./boards/video1/right/2024-01-26_16;13;41;0253.png,S,1,"(12, 4)"
161,./boards/video1/right/2024-01-26_16;13;41;0371.png,S,1,"(12, 4)"
162,./boards/video1/right/2024-01-26_16;13;41;0506.png,S,1,"(12, 4)"
163,./boards/video1/right/2024-01-26_16;13;41;0640.png,S,1,"(12, 4)"
164,./boards/video1/right/2024-01-26_16;13;42;0003.png,S,1,"(12, 4)"
165,./boards/video1/right/2024-01-26_16;13;42;0138.png,S,1,"(12, 4)"
166,./boards/video1/right/2024-01-26_16;13;42;0255.png,S,1,"(12, 4)"
167,./boards/video1/right/2024-01-26_16;13;42;0390.png,S,1,"(12, 4)"
168,./boards/video1/right/2024-01-26_16;13;42;0525.png,S,1,"(12, 4)"
169,./boards/video1/right/2024-01-26_16;13;42;0658.png,S,1,"(12, 4)"
170,./boards/video1/right/2024-01-26_16;13;42;0935.png,S,1,"(12, 4)"
171,./boards/video1/right/2024-01-26_16;13;43;0053.png,S,1,"(12, 4)"
172,./boards/video1/right/2024-01-26_16;13;43;0170.png,S,1,"(12, 4)"
173,./boards/video1/right/2024-01-26_16;13;43;0287.png,S,1,"(12, 4)"
174,./boards/video1/right/2024-01-26_16;13;43;0702.png,S,1,"(12, 4)"
175,./boards/video1/right/2024-01-26_16;13;43;0820.png,S,1,"(12, 4)"
176,./boards/video1/right/2024-01-26_16;13;43;0937.png,S,1,"(12, 4)"
177,./boards/video1/right/2024-01-26_16;13;44;0055.png,S,1,"(12, 4)"
178,./boards/video1/right/2024-01-26_16;13;44;0173.png,S,1,"(12, 4)"
179,./boards/video1/right/2024-01-26_16;13;44;0307.png,S,1,"(12, 4)"
180,./boards/video1/right/2024-01-26_16;13;44;0636.png,S,1,"(12, 4)"
181,./boards/video1/right/2024-01-26_16;13;44;0753.png,S,1,"(12, 4)"
182,./boards/video1/right/2024-01-26_16;13;44;0888.png,S,1,"(12, 4)"
183,./boards/video1/right/2024-01-26_16;13;45;0022.png,S,1,"(12, 4)"
184,./boards/video1/right/2024-01-26_16;13;45;0158.png,S,1,"(12, 4)"
185,./boards/video1/right/2024-01-26_16;13;45;0553.png,Z,2,"(12, 2)"
186,./boards/video1/right/2024-01-26_16;13;45;0671.png,Z,2,"(12, 2)"
187,./boards/video1/right/2024-01-26_16;13;45;0788.png,Z,2,"(12, 2)"
188,./boards/video1/right/2024-01-26_16;13;45;0923.png,Z,2,"(12, 2)"
189,./boards/video1/right/2024-01-26_16;13;46;0056.png,Z,2,"(12, 2)"
190,./boards/video1/right/2024-01-26_16;13;46;0486.png,J,2,"(11, 7)"
191,./boards/video1/right/2024-01-26_16;13;46;0604.png,J,2,"(11, 7)"
192,./boards/video1/right/2024-01-26_16;13;46;0738.png,J,2,"(11, 7)"
193,./boards/video1/right/2024-01-26_16;13;46;0873.png,J,2,"(11, 7)"
194,./boards/video1/right/2024-01-26_16;13;47;0008.png,J,2,"(11, 7)"
195,./boards/video1/right/2024-01-26_16;13;47;0336.png,Z,2,"(10, 2)"
196,./boards/video1/right/2024-01-26_16;13;47;0470.png,Z,2,"(10, 2)"
197,./boards/video1/right/2024-01-26_16;13;47;0588.png,Z,2,"(10, 2)"
198,./boards/video1/right/2024-01-26_16;13;47;0705.png,Z,2,"(10, 2)"
199,./boards/video1/right/2024-01-26_16;13;47;0840.png,Z,2,"(10, 2)"
200,./boards/video1/right/2024-01-26_16;13;48;0169.png,O,1,"(7, 0)"
201,./boards/video1/right/2024-01-26_16;13;48;0288.png,O,1,"(7, 0)"
202,./boards/video1/right/2024-01-26_16;13;48;0404.png,O,1,"(7, 0)"
203,./boards/video1/right/2024-01-26_16;13;48;0836.png,J,3,"(10, 4)"
204,./boards/video1/right/2024-01-26_16;13;48;0953.png,J,3,"(10, 4)"
205,./boards/video1/right/2024-01-26_16;13;49;0071.png,J,3,"(10, 4)"
206,./boards/video1/right/2024-01-26_16;13;49;0205.png,J,3,"(10, 4)"
207,./boards/video1/right/2024-01-26_16;13;49;0340.png,J,3,"(10, 4)"
208,./boards/video1/right/2024-01-26_16;13;49;0669.png,L,1,"(9, 2)"
209,./boards/video1/right/2024-01-26_16;13;49;0787.png,L,1,"(9, 2)"
210,./boards/video1/right/2024-01-26_16;13;49;0904.png,L,1,"(9, 2)"
211,./boards/video1/right/2024-01-26_16;13;50;0022.png,L,1,"(9, 2)"
212,./boards/video1/right/2024-01-26_16;13;50;0435.png,Z,2,"(6, 2)"
213,./boards/video1/right/2024-01-26_16;13;50;0552.png,Z,2,"(6, 2)"
214,./boards/video1/right/2024-01-26_16;13;50;0670.png,Z,2,"(6, 2)"
215,./boards/video1/right/2024-01-26_16;13;50;0788.png,Z,2,"(6, 2)"
216,./boards/video1/right/2024-01-26_16;13;51;0102.png,L,3,"(5, 0)"
217,./boards/video1/right/2024-01-26_16;13;51;0220.png,L,3,"(5, 0)"
218,./boards/video1/right/2024-01-26_16;13;51;0338.png,L,3,"(5, 0)"
219,./boards/video1/right/2024-01-26_16;13;51;0703.png,Z,2,"(9, 7)"
220,./boards/video1/right/2024-01-26_16;13;51;0821.png,Z,2,"(9, 7)"
221,./boards/video1/right/2024-01-26_16;13;51;0938.png,Z,2,"(9, 7)"
222,./boards/video1/right/2024-01-26_16;13;52;0073.png,Z,2,"(9, 7)"
223,./boards/video1/right/2024-01-26_16;13;52;0503.png,S,1,"(9, 5)"
224,./boards/video1/right/2024-01-26_16;13;52;0621.png,S,1,"(9, 5)"
225,./boards/video1/right/2024-01-26_16;13;52;0740.png,S,1,"(9, 5)"
226,./boards/video1/right/2024-01-26_16;13;52;0872.png,S,1,"(9, 5)"
227,./boards/video1/right/2024-01-26_16;13;53;0286.png,O,1,"(4, 0)"
228,./boards/video1/right/2024-01-26_16;13;53;0404.png,O,1,"(4, 0)"
229,./boards/video1/right/2024-01-26_16;13;53;0802.png,S,1,"(7, 3)"
230,./boards/video1/right/2024-01-26_16;13;53;0921.png,S,1,"(7, 3)"
231,./boards/video1/right/2024-01-26_16;13;54;0056.png,S,1,"(7, 3)"
232,./boards/video1/right/2024-01-26_16;13;54;0469.png,J,2,"(6, 5)"
233,./boards/video1/right/2024-01-26_16;13;54;0587.png,J,2,"(6, 5)"
234,./boards/video1/right/2024-01-26_16;13;54;0704.png,J,2,"(6, 5)"
235,./boards/video1/right/2024-01-26_16;13;55;0136.png,Z,1,"(5, 3)"
236,./boards/video1/right/2024-01-26_16;13;55;0254.png,Z,1,"(5, 3)"
237,./boards/video1/right/2024-01-26_16;13;55;0372.png,Z,1,"(5, 3)"
238,./boards/video1/right/2024-01-26_16;13;55;0736.png,L,1,"(7, 7)"
239,./boards/video1/right/2024-01-26_16;13;55;0855.png,L,1,"(7, 7)"
240,./boards/video1/right/2024-01-26_16;13;55;0972.png,L,1,"(7, 7)"
241,./boards/video1/right/2024-01-26_16;13;56;0937.png,J,1,"(6, 7)"
242,./boards/video1/right/2024-01-26_16;13;57;0372.png,J,1,"(6, 7)"
243,./boards/video1/right/2024-01-26_16;13;57;0487.png,J,1,"(6, 7)"
244,./boards/video1/right/2024-01-26_16;13;57;0921.png,J,1,"(6, 7)"
245,./boards/video1/right/2024-01-26_16;13;58;0054.png,J,1,"(6, 7)"
246,./boards/video1/right/2024-01-26_16;13;58;0189.png,J,1,"(6, 7)"
247,./boards/video1/right/2024-01-26_16;13;58;0570.png,O,1,"(4, 7)"
248,./boards/video1/right/2024-01-26_16;13;58;0687.png,O,1,"(4, 7)"
249,./boards/video1/right/2024-01-26_16;13;59;0136.png,Z,2,"(1, 1)"
250,./boards/video1/right/2024-01-26_16;13;59;0554.png,J,3,"(18, 0)"
251,./boards/video1/right/2024-01-26_16;13;59;0687.png,J,3,"(18, 0)"
252,./boards/video1/right/2024-01-26_16;13;59;0822.png,J,3,"(18, 0)"
253,./boards/video1/right/2024-01-26_16;14;00;0153.png,J,3,"(18, 0)"
254,./boards/video1/right/2024-01-26_16;14;00;0271.png,J,3,"(18, 0)"
255,./boards/video1/right/2024-01-26_16;14;00;0390.png,J,3,"(18, 0)"
256,./boards/video1/right/2024-01-26_16;14;00;0521.png,J,3,"(18, 0)"
257,./boards/video1/right/2024-01-26_16;14;00;0638.png,J,3,"(18, 0)"
258,./boards/video1/right/2024-01-26_16;14;00;0773.png,J,3,"(18, 0)"
259,./boards/video1/right/2024-01-26_16;14;01;0037.png,J,3,"(18, 0)"
260,./boards/video1/right/2024-01-26_16;14;01;0153.png,J,3,"(18, 0)"
261,./boards/video1/right/2024-01-26_16;14;01;0273.png,J,3,"(18, 0)"
262,./boards/video1/right/2024-01-26_16;14;01;0656.png,J,3,"(18, 0)"
263,./boards/video1/right/2024-01-26_16;14;02;0054.png,J,3,"(18, 0)"
264,./boards/video1/right/2024-01-26_16;14;02;0421.png,J,3,"(18, 0)"
265,./boards/video1/right/2024-01-26_16;14;05;0172.png,J,3,"(18, 0)"
266,./boards/video1/right/2024-01-26_16;14;05;0304.png,J,3,"(18, 0)"
267,./boards/video1/right/2024-01-26_16;14;06;0107.png,J,3,"(18, 0)"
268,./boards/video1/right/2024-01-26_16;14;06;0237.png,J,3,"(18, 0)"
269,./boards/video1/right/2024-01-26_16;14;08;0020.png,J,3,"(18, 0)"
270,./boards/video1/right/2024-01-26_16;14;09;0303.png,J,3,"(18, 0)"
271,./boards/video1/right/2024-01-26_16;14;10;0753.png,J,3,"(18, 0)"
272,./boards/video1/right/2024-01-26_16;14;11;0220.png,J,3,"(18, 0)"
273,./boards/video1/right/2024-01-26_16;14;11;0337.png,J,3,"(18, 0)"
274,./boards/video1/right/2024-01-26_16;14;12;0820.png,J,3,"(18, 0)"
275,./boards/video1/right/2024-01-26_16;14;13;0053.png,J,3,"(18, 0)"
276,./boards/video1/right/2024-01-26_16;14;13;0419.png,J,3,"(18, 0)"
277,./boards/video1/right/2024-01-26_16;14;13;0537.png,J,3,"(18, 0)"
278,./boards/video1/right/2024-01-26_16;14;14;0470.png,J,3,"(18, 0)"
279,./boards/video1/right/2024-01-26_16;14;14;0605.png,J,3,"(18, 0)"
280,./boards/video1/right/2024-01-26_16;14;14;0740.png,J,3,"(18, 0)"
281,./boards/video1/right/2024-01-26_16;14;14;0857.png,J,3,"(18, 0)"
282,./boards/video1/right/2024-01-26_16;14;14;0991.png,J,3,"(18, 0)"
283,./boards/video1/right/2024-01-26_16;14;15;0126.png,J,3,"(18, 0)"
284,./boards/video1/right/2024-01-26_16;14;15;0260.png,J,3,"(18, 0)"
285,./boards/video1/right/2024-01-26_16;14;15;0519.png,Z,1,"(17, 0)"
286,./boards/video1/right/2024-01-26_16;14;15;0638.png,Z,1,"(17, 0)"
287,./boards/video1/right/2024-01-26_16;14;15;0771.png,Z,1,"(17, 0)"
288,./boards/video1/right/2024-01-26_16;14;15;0889.png,Z,1,"(17, 0)"
289,./boards/video1/right/2024-01-26_16;14;16;0024.png,Z,1,"(17, 0)"
290,./boards/video1/right/2024-01-26_16;14;16;0159.png,Z,1,"(17, 0)"
291,./boards/video1/right/2024-01-26_16;14;16;0293.png,Z,1,"(17, 0)"
292,./boards/video1/right/2024-01-26_16;14;16;0638.png,O,1,"(18, 3)"
293,./boards/video1/right/2024-01-26_16;14;16;0771.png,O,1,"(18, 3)"
294,./boards/video1/right/2024-01-26_16;14;16;0889.png,O,1,"(18, 3)"
295,./boards/video1/right/2024-01-26_16;14;17;0006.png,O,1,"(18, 3)"
296,./boards/video1/right/2024-01-26_16;14;17;0158.png,O,1,"(18, 3)"
297,./boards/video1/right/2024-01-26_16;14;17;0293.png,O,1,"(18, 3)"
298,./boards/video1/right/2024-01-26_16;14;17;0426.png,O,1,"(18, 3)"
299,./boards/video1/right/2024-01-26_16;14;17;0753.png,J,3,"(18, 5)"
300,./boards/video1/right/2024-01-26_16;14;17;0871.png,J,3,"(18, 5)"
301,./boards/video1/right/2024-01-26_16;14;17;0989.png,J,3,"(18, 5)"
302,./boards/video1/right/2024-01-26_16;14;18;0107.png,J,3,"(18, 5)"
303,./boards/video1/right/2024-01-26_16;14;18;0241.png,J,3,"(18, 5)"
304,./boards/video1/right/2024-01-26_16;14;18;0375.png,J,3,"(18, 5)"
305,./boards/video1/right/2024-01-26_16;14;18;0526.png,J,3,"(18, 5)"
306,./boards/video1/right/2024-01-26_16;14;18;0677.png,J,3,"(18, 5)"
307,./boards/video1/right/2024-01-26_16;14;18;0936.png,I,2,"(13, 0)"
308,./boards/video1/right/2024-01-26_16;14;19;0054.png,I,2,"(13, 0)"
309,./boards/video1/right/2024-01-26_16;14;19;0171.png,I,2,"(13, 0)"
310,./boards/video1/right/2024-01-26_16;14;19;0307.png,I,2,"(13, 0)"
311,./boards/video1/right/2024-01-26_16;14;19;0441.png,I,2,"(13, 0)"
312,./boards/video1/right/2024-01-26_16;14;19;0576.png,I,2,"(13, 0)"
313,./boards/video1/right/2024-01-26_16;14;19;0903.png,O,1,"(16, 3)"
314,./boards/video1/right/2024-01-26_16;14;20;0037.png,O,1,"(16, 3)"
315,./boards/video1/right/2024-01-26_16;14;20;0172.png,O,1,"(16, 3)"
316,./boards/video1/right/2024-01-26_16;14;20;0290.png,O,1,"(16, 3)"
317,./boards/video1/right/2024-01-26_16;14;20;0424.png,O,1,"(16, 3)"
318,./boards/video1/right/2024-01-26_16;14;20;0559.png,O,1,"(16, 3)"
319,./boards/video1/right/2024-01-26_16;14;20;0920.png,S,2,"(15, 1)"
320,./boards/video1/right/2024-01-26_16;14;21;0055.png,S,2,"(15, 1)"
321,./boards/video1/right/2024-01-26_16;14;21;0171.png,S,2,"(15, 1)"
322,./boards/video1/right/2024-01-26_16;14;21;0306.png,S,2,"(15, 1)"
323,./boards/video1/right/2024-01-26_16;14;21;0424.png,S,2,"(15, 1)"
324,./boards/video1/right/2024-01-26_16;14;21;0558.png,S,2,"(15, 1)"
325,./boards/video1/right/2024-01-26_16;14;21;0693.png,S,2,"(15, 1)"
326,./boards/video1/right/2024-01-26_16;14;21;0986.png,I,2,"(9, 0)"
327,./boards/video1/right/2024-01-26_16;14;22;0104.png,I,2,"(9, 0)"
328,./boards/video1/right/2024-01-26_16;14;22;0254.png,I,2,"(9, 0)"
329,./boards/video1/right/2024-01-26_16;14;22;0372.png,I,2,"(9, 0)"
330,./boards/video1/right/2024-01-26_16;14;22;0507.png,I,2,"(9, 0)"
